timeStamp,elapsed,responseCode,Latency,SampleCount,ErrorCount,IdleTime,Connect
1686602717214,285,200,270,1,0,0,0
1686602717175,325,200,309,1,0,0,0
1686602715669,1861,200,1854,1,0,0,0
1686602717336,399,200,399,1,0,0,0
1686602716263,1472,200,1472,1,0,0,0
1686602714695,3040,200,3040,1,0,0,0
1686602717373,362,200,362,1,0,0,0
1686602714658,3139,200,2939,1,0,0,0
1686602716570,1234,200,1222,1,0,0,0
1686602714800,3093,200,3080,1,0,0,0
1686602717576,324,200,311,1,0,0,0
1686602714867,3142,200,3140,1,0,0,0
1686602717818,286,200,261,1,0,0,0
1686602717789,296,200,283,1,0,0,0
1686602715283,3129,200,3121,1,0,0,0
1686602718219,265,200,252,1,0,0,0
1686602712164,6351,200,6331,1,0,0,0
1686602718270,301,200,280,1,0,0,0
1686602712245,6371,200,6351,1,0,0,0
1686602718375,349,200,343,1,0,0,0
1686602717760,1022,200,1009,1,0,0,0
1686602712446,6376,200,6361,1,0,0,0
1686602712534,6404,200,6369,1,0,0,0
1686602712576,6362,200,6362,1,0,0,0
1686602718798,166,429,166,1,1,0,0
1686602718693,294,200,271,1,0,0,0
1686602718719,293,200,278,1,0,0,0
1686602712641,6387,200,6371,1,0,0,0
1686602712647,6389,200,6365,1,0,0,0
1686602718880,280,200,280,1,0,0,0
1686602712702,6457,200,6402,1,0,0,0
1686602712715,6444,200,6395,1,0,0,0
1686602718903,284,200,265,1,0,0,0
1686602718472,807,200,807,1,0,0,0
1686602719086,296,200,255,1,0,0,0
1686602713057,6381,200,6361,1,0,0,0
1686602713473,6656,200,6635,1,0,0,0
1686602716556,3755,200,3742,1,0,0,0
1686602713836,6662,200,6642,1,0,0,0
1686602720544,166,429,166,1,1,0,0
1686602720705,163,429,163,1,1,0,0
1686602720576,357,200,346,1,0,0,0
1686602720220,771,200,756,1,0,0,0
1686602721023,258,200,251,1,0,0,0
1686602720764,538,200,525,1,0,0,0
1686602721029,285,200,267,1,0,0,0
1686602721027,328,200,321,1,0,0,0
1686602721234,165,429,165,1,1,0,0
1686602721236,172,429,172,1,1,0,0
1686602714912,6535,200,6521,1,0,0,0
1686602721038,409,200,395,1,0,0,0
1686602714989,6463,200,6451,1,0,0,0
1686602720891,598,200,586,1,0,0,0
1686602721018,656,200,644,1,0,0,0
1686602721197,443,200,436,1,0,0,0
1686602721456,268,200,256,1,0,0,0
1686602721269,518,200,504,1,0,0,0
1686602721064,737,200,723,1,0,0,0
1686602715123,6706,200,6699,1,0,0,0
1686602721465,466,200,453,1,0,0,0
1686602715179,6766,200,6745,1,0,0,0
1686602715198,6843,200,6831,1,0,0,0
1686602715276,6879,200,6864,1,0,0,0
1686602722176,261,200,251,1,0,0,0
1686602715515,7068,200,7034,1,0,0,0
1686602722581,522,200,509,1,0,0,0
1686602716918,6457,200,6443,1,0,0,0
1686602725712,283,200,271,1,0,0,0
1686602725790,287,200,283,1,0,0,0
1686602725988,188,429,188,1,1,0,0
1686602725993,327,200,320,1,0,0,0
1686602725963,373,200,364,1,0,0,0
1686602726060,283,200,267,1,0,0,0
1686602725850,513,200,507,1,0,0,0
1686602726159,266,200,260,1,0,0,0
1686602725971,463,200,448,1,0,0,0
1686602726157,298,200,290,1,0,0,0
1686602726212,272,200,266,1,0,0,0
1686602726169,332,200,324,1,0,0,0
1686602726211,312,200,299,1,0,0,0
1686602726115,415,200,408,1,0,0,0
1686602726357,173,429,173,1,1,0,0
1686602726310,279,200,266,1,0,0,0
1686602726311,278,200,271,1,0,0,0
1686602726309,296,200,280,1,0,0,0
1686602726352,270,200,262,1,0,0,0
1686602726430,279,200,269,1,0,0,0
1686602726021,678,200,670,1,0,0,0
1686602726303,333,200,318,1,0,0,0
1686602726326,311,200,303,1,0,0,0
1686602726317,340,200,334,1,0,0,0
1686602726400,292,200,292,1,0,0,0
1686602726582,168,429,168,1,1,0,0
1686602726460,335,200,328,1,0,0,0
1686602726466,342,200,336,1,0,0,0
1686602726498,310,200,297,1,0,0,0
1686602726639,169,429,169,1,1,0,0
1686602726563,271,200,265,1,0,0,0
1686602726505,336,200,323,1,0,0,0
1686602726518,323,200,310,1,0,0,0
1686602726745,161,429,161,1,1,0,0
1686602726639,273,200,267,1,0,0,0
1686602726421,505,200,498,1,0,0,0
1686602726779,172,429,172,1,1,0,0
1686602726731,309,200,291,1,0,0,0
1686602726588,458,200,451,1,0,0,0
1686602726745,307,200,295,1,0,0,0
1686602726762,306,200,290,1,0,0,0
1686602726767,301,200,286,1,0,0,0
1686602726808,277,200,260,1,0,0,0
1686602726590,495,200,478,1,0,0,0
1686602726879,277,200,271,1,0,0,0
1686602726973,264,200,254,1,0,0,0
1686602727078,166,429,166,1,1,0,0
1686602726994,274,200,268,1,0,0,0
1686602726911,365,200,357,1,0,0,0
1686602726677,612,200,599,1,0,0,0
1686602726952,337,200,324,1,0,0,0
1686602727019,289,200,283,1,0,0,0
1686602727005,324,200,316,1,0,0,0
1686602727016,346,200,334,1,0,0,0
1686602726982,380,200,368,1,0,0,0
1686602727083,279,200,267,1,0,0,0
1686602727019,343,200,331,1,0,0,0
1686602726705,666,200,657,1,0,0,0
1686602727107,272,200,264,1,0,0,0
1686602727225,161,429,161,1,1,0,0
1686602726749,644,200,630,1,0,0,0
1686602726971,428,200,422,1,0,0,0
1686602727005,403,200,388,1,0,0,0
1686602727224,264,200,252,1,0,0,0
1686602727212,283,200,270,1,0,0,0
1686602727383,166,429,166,1,1,0,0
1686602727180,377,200,370,1,0,0,0
1686602726814,749,200,735,1,0,0,0
1686602727235,328,200,315,1,0,0,0
1686602726602,997,200,961,1,0,0,0
1686602727444,308,200,301,1,0,0,0
1686602727481,271,200,264,1,0,0,0
1686602726970,781,200,768,1,0,0,0
1686602727457,288,200,274,1,0,0,0
1686602727426,312,200,305,1,0,0,0
1686602727103,593,200,586,1,0,0,326
1686602727372,302,200,296,1,0,0,0
1686602727357,295,200,289,1,0,0,0
1686602727379,267,200,255,1,0,0,0
1686602726836,810,200,798,1,0,0,0
1686602727381,265,200,253,1,0,0,0
1686602727507,259,200,253,1,0,0,0
1686602727503,270,200,257,1,0,0,0
1686602727205,596,200,587,1,0,0,318
1686602727543,269,200,258,1,0,0,0
1686602727549,272,200,263,1,0,0,0
1686602727555,281,200,266,1,0,0,0
1686602727582,274,200,262,1,0,0,0
1686602727474,498,429,498,1,1,0,331
1686602727707,271,200,265,1,0,0,0
1686602727683,324,200,310,1,0,0,0
1686602726787,1232,200,1226,1,0,0,0
1686602727685,334,200,322,1,0,0,0
1686602727742,277,200,271,1,0,0,0
1686602727604,482,429,482,1,1,0,310
1686602727819,282,200,267,1,0,0,0
1686602727514,599,200,587,1,0,0,307
1686602726837,1283,200,1276,1,0,0,0
1686602727528,598,200,585,1,0,0,316
1686602727586,644,200,631,1,0,0,318
1686602727882,299,200,293,1,0,0,0
1686602727765,371,200,355,1,0,0,0
1686602727547,589,200,573,1,0,0,318
1686602727651,586,200,574,1,0,0,315
1686602727950,293,200,280,1,0,0,0
1686602728073,170,429,170,1,1,0,0
1686602727644,605,200,593,1,0,0,322
1686602727641,608,200,602,1,0,0,322
1686602727708,573,200,566,1,0,0,305
1686602727976,313,200,299,1,0,0,0
1686602727668,643,200,637,1,0,0,319
1686602727004,1321,200,1307,1,0,0,0
1686602728058,267,200,253,1,0,0,0
1686602727984,341,200,327,1,0,0,0
1686602727549,783,200,769,1,0,0,345
1686602727862,484,429,484,1,1,0,313
1686602728084,276,200,268,1,0,0,0
1686602727774,614,200,599,1,0,0,333
1686602728098,304,200,298,1,0,0,0
1686602727030,1378,200,1366,1,0,0,0
1686602727835,586,200,573,1,0,0,322
1686602727850,579,200,565,1,0,0,307
1686602727963,475,429,475,1,1,0,312
1686602727907,584,200,570,1,0,0,310
1686602727899,592,200,585,1,0,0,318
1686602727412,1092,200,1079,1,0,0,0
1686602727063,1456,200,1441,1,0,0,0
1686602728252,274,200,268,1,0,0,0
1686602727950,603,200,588,1,0,0,325
1686602728058,500,429,500,1,1,0,322
1686602728269,303,200,290,1,0,0,0
1686602727975,606,200,590,1,0,0,324
1686602728000,585,200,572,1,0,0,311
1686602727404,1189,200,1177,1,0,0,0
1686602728016,590,200,587,1,0,0,323
1686602728325,303,200,287,1,0,0,0
1686602727510,1191,200,1174,1,0,0,0
1686602728220,471,429,471,1,1,0,306
1686602728406,271,200,266,1,0,0,0
1686602728092,668,200,668,1,0,0,317
1686602728220,566,200,553,1,0,0,306
1686602728236,593,200,583,1,0,0,323
1686602728569,278,200,275,1,0,0,0
1686602727746,1116,200,1106,1,0,0,305
1686602728067,795,200,780,1,0,0,0
1686602727792,1110,200,1087,1,0,0,829
1686602728490,489,429,489,1,1,0,308
1686602728507,472,429,472,1,1,0,312
1686602728816,163,429,163,1,1,0,0
1686602727860,1166,200,1153,1,0,0,841
1686602728400,633,200,619,1,0,0,311
1686602728338,695,200,681,1,0,0,0
1686602728736,303,200,290,1,0,0,0
1686602728472,591,200,576,1,0,0,307
1686602728469,609,200,603,1,0,0,310
1686602728806,285,200,272,1,0,0,0
1686602728495,601,200,596,1,0,0,303
1686602728832,301,200,287,1,0,0,0
1686602728536,597,200,583,1,0,0,308
1686602728945,285,200,271,1,0,0,0
1686602728401,829,200,815,1,0,0,0
1686602728558,665,200,652,1,0,0,348
1686602727997,1219,200,1213,1,0,0,308
1686602728171,1030,200,1030,1,0,0,312
1686602728550,651,200,651,1,0,0,356
1686602728809,348,200,343,1,0,0,0
1686602728642,510,429,510,1,1,0,336
1686602729078,172,429,172,1,1,0,0
1686602728455,812,200,795,1,0,0,308
1686602728212,1062,200,1055,1,0,0,308
1686602728244,1082,200,1078,1,0,0,809
1686602728718,649,200,643,1,0,0,335
1686602728878,489,429,489,1,1,0,323
1686602728592,782,200,769,1,0,0,0
1686602728706,668,200,655,1,0,0,347
1686602728413,975,200,969,1,0,0,309
1686602728972,564,429,564,1,1,0,325
1686602728481,1055,200,1055,1,0,0,312
1686602729171,365,200,365,1,0,0,0
1686602728912,624,200,624,1,0,0,318
1686602728899,638,200,638,1,0,0,324
1686602728878,659,200,659,1,0,0,332
1686602728892,645,200,645,1,0,0,324
1686602728998,539,429,539,1,1,0,341
1686602728917,620,200,620,1,0,0,313
1686602728945,598,200,593,1,0,0,322
1686602728905,645,200,633,1,0,0,325
1686602728928,641,200,623,1,0,0,346
1686602728189,1392,200,1380,1,0,0,302
1686602728518,1063,200,1051,1,0,0,0
1686602728942,646,200,639,1,0,0,325
1686602728930,672,200,658,1,0,0,344
1686602728980,622,200,608,1,0,0,346
1686602729472,282,200,276,1,0,0,0
1686602728918,726,200,725,1,0,0,450
1686602729488,321,200,309,1,0,0,0
1686602729162,703,200,665,1,0,0,375
1686602729142,723,200,723,1,0,0,395
1686602729129,745,200,736,1,0,0,408
1686602728896,978,200,969,1,0,0,0
1686602729081,838,200,832,1,0,0,565
1686602728762,1218,200,1210,1,0,0,390
1686602728415,1573,200,1557,1,0,0,344
1686602729292,706,200,696,1,0,0,393
1686602728927,1091,200,1079,1,0,0,361
1686602729543,491,429,491,1,1,0,323
1686602728782,1261,200,1247,1,0,0,0
1686602728718,1331,200,1316,1,0,0,335
1686602728556,1493,200,1487,1,0,0,350
1686602729397,686,200,680,1,0,0,430
1686602729424,787,200,780,1,0,0,442
1686602729808,380,200,374,1,0,0,0
1686602728535,1637,200,1632,1,0,0,309
1686602729850,322,200,302,1,0,0,0
1686602729490,669,200,662,1,0,0,375
1686602729833,312,200,298,1,0,0,0
1686602729507,638,200,624,1,0,0,358
1686602728558,1580,200,1567,1,0,0,348
1686602729530,608,200,595,1,0,0,335
1686602729700,581,200,568,1,0,0,306
1686602729646,654,200,647,1,0,0,316
1686602729757,572,200,564,1,0,0,311
1686602729678,651,200,635,1,0,0,328
1686602728598,1738,200,1723,1,0,0,308
1686602730117,298,200,278,1,0,0,0
1686602729760,677,200,663,1,0,0,308
1686602729967,478,429,478,1,1,0,308
1686602730141,313,200,296,1,0,0,0
1686602729893,577,200,571,1,0,0,318
1686602729216,1261,200,1248,1,0,0,322
1686602729932,585,200,571,1,0,0,311
1686602730251,266,200,246,1,0,0,0
1686602729431,1113,200,1099,1,0,0,434
1686602730268,309,200,288,1,0,0,0
1686602730261,316,200,295,1,0,0,0
1686602730323,269,200,262,1,0,0,0
1686602730045,563,200,554,1,0,0,309
1686602730159,576,200,566,1,0,0,311
1686602729409,1316,200,1307,1,0,0,418
1686602730144,563,200,557,1,0,0,310
1686602730380,321,200,301,1,0,0,0
1686602730500,172,429,172,1,1,0,0
1686602730339,321,200,300,1,0,0,0
1686602730319,333,200,312,1,0,0,0
1686602729365,1274,200,1260,1,0,0,345
1686602730328,311,200,291,1,0,0,0
1686602729140,1620,200,1607,1,0,0,396
1686602730479,288,200,268,1,0,0,0
1686602730483,302,200,277,1,0,0,0
1686602730546,277,200,256,1,0,0,0
1686602730261,617,200,600,1,0,0,317
1686602729491,1423,200,1417,1,0,0,336
1686602730521,436,200,416,1,0,0,0
1686602730364,593,200,581,1,0,0,323
1686602730791,172,429,172,1,1,0,0
1686602730618,355,200,339,1,0,0,0
1686602730376,603,200,587,1,0,0,311
1686602730423,586,200,571,1,0,0,312
1686602730524,485,429,485,1,1,0,325
1686602730939,268,200,245,1,0,0,0
1686602730592,569,200,546,1,0,0,0
1686602730647,587,200,581,1,0,0,317
1686602730687,570,200,566,1,0,0,313
1686602731146,166,429,166,1,1,0,0
1686602731113,276,200,254,1,0,0,0
1686602731136,269,200,247,1,0,0,0
1686602730284,1177,200,1154,1,0,0,0
1686602731181,307,200,287,1,0,0,0
1686602729724,1764,200,1751,1,0,0,311
1686602730933,601,200,595,1,0,0,309
1686602731365,169,429,169,1,1,0,0
1686602730985,585,200,571,1,0,0,317
1686602731403,167,429,167,1,1,0,0
1686602731280,290,200,270,1,0,0,0
1686602731279,337,200,314,1,0,0,0
1686602731345,271,200,257,1,0,0,0
1686602731454,275,200,252,1,0,0,0
1686602730850,819,200,803,1,0,0,0
1686602731286,420,200,399,1,0,0,0
1686602731332,374,200,353,1,0,0,0
1686602731368,308,200,285,1,0,0,0
1686602731640,167,429,167,1,1,0,0
1686602731636,171,429,171,1,1,0,0
1686602731553,282,200,260,1,0,0,0
1686602731566,276,200,254,1,0,0,0
1686602731237,613,200,605,1,0,0,313
1686602731608,264,200,247,1,0,0,0
1686602731055,817,200,795,1,0,0,0
1686602731557,338,200,323,1,0,0,0
1686602731019,876,200,867,1,0,0,309
1686602731634,284,200,261,1,0,0,0
1686602731632,319,200,311,1,0,0,0
1686602731679,293,200,272,1,0,0,0
1686602731690,387,200,367,1,0,0,0
1686602731818,265,200,245,1,0,0,0
1686602731604,605,200,586,1,0,0,0
1686602731944,265,200,258,1,0,0,0
1686602731890,312,200,294,1,0,0,0
1686602731890,284,200,265,1,0,0,0
1686602731996,159,429,159,1,1,0,0
1686602731931,306,200,285,1,0,0,0
1686602731946,303,200,283,1,0,0,0
1686602730297,1964,200,1959,1,0,0,314
1686602731621,640,200,621,1,0,0,0
1686602732008,260,200,248,1,0,0,0
1686602731207,1119,200,1100,1,0,0,0
1686602732150,177,429,177,1,1,0,0
1686602732073,285,200,272,1,0,0,0
1686602732096,270,200,249,1,0,0,0
1686602725890,6516,200,6510,1,0,0,0
1686602732082,338,200,331,1,0,0,0
1686602732262,165,429,165,1,1,0,0
1686602732131,308,200,282,1,0,0,0
1686602730794,1669,200,1652,1,0,0,0
1686602732358,174,429,174,1,1,0,0
1686602732245,294,200,279,1,0,0,0
1686602732376,163,429,163,1,1,0,0
1686602731380,1176,200,1152,1,0,0,0
1686602732242,339,200,322,1,0,0,0
1686602732317,278,200,254,1,0,0,0
1686602732304,319,200,303,1,0,0,0
1686602732376,325,200,321,1,0,0,0
1686602732524,163,429,163,1,1,0,0
1686602732407,280,200,263,1,0,0,0
1686602732324,346,200,320,1,0,0,0
1686602732268,391,200,370,1,0,0,0
1686602732492,167,429,167,1,1,0,0
1686602732336,308,200,287,1,0,0,0
1686602732494,279,200,272,1,0,0,0
1686602732504,298,200,290,1,0,0,0
1686602732536,297,200,289,1,0,0,0
1686602726274,6559,200,6551,1,0,0,0
1686602731619,1245,200,1218,1,0,0,0
1686602732582,321,200,308,1,0,0,0
1686602732567,366,200,349,1,0,0,0
1686602732794,171,429,171,1,1,0,0
1686602732663,302,200,291,1,0,0,0
1686602732687,307,200,295,1,0,0,0
1686602732828,166,429,166,1,1,0,0
1686602732749,273,200,261,1,0,0,0
1686602732755,281,200,267,1,0,0,0
1686602732699,337,200,323,1,0,0,0
1686602732765,276,200,257,1,0,0,0
1686602731325,1722,200,1703,1,0,0,0
1686602732769,285,200,259,1,0,0,0
1686602732581,480,200,466,1,0,0,0
1686602732788,281,200,266,1,0,0,0
1686602732783,286,200,271,1,0,0,0
1686602732827,276,200,256,1,0,0,0
1686602732689,421,200,400,1,0,0,0
1686602732794,316,200,295,1,0,0,0
1686602732941,273,200,253,1,0,0,0
1686602731750,1457,200,1451,1,0,0,333
1686602732862,324,200,309,1,0,0,0
1686602732871,281,200,275,1,0,0,0
1686602732942,281,200,259,1,0,0,0
1686602732949,287,200,281,1,0,0,0
1686602732927,309,200,296,1,0,0,0
1686602732995,274,200,257,1,0,0,0
1686602733017,285,200,265,1,0,0,0
1686602732356,975,200,968,1,0,0,0
1686602733027,317,200,304,1,0,0,0
1686602732288,1064,200,1050,1,0,0,0
1686602733078,274,200,253,1,0,0,0
1686602732042,1416,200,1376,1,0,0,0
1686602732489,969,200,969,1,0,0,0
1686602726494,7000,200,6995,1,0,0,0
1686602732519,975,200,953,1,0,0,0
1686602733258,287,200,276,1,0,0,0
1686602733273,282,200,261,1,0,0,0
1686602733278,277,200,270,1,0,0,0
1686602726495,7094,200,7087,1,0,0,0
1686602733327,275,200,262,1,0,0,0
1686602726507,7104,200,7089,1,0,0,0
1686602733352,277,200,260,1,0,0,0
1686602732802,896,200,889,1,0,0,0
1686602726518,7180,200,7173,1,0,0,0
1686602733415,276,200,260,1,0,0,0
1686602733487,169,429,169,1,1,0,0
1686602732814,965,200,931,1,0,0,0
1686602733502,277,200,277,1,0,0,0
1686602732354,1431,200,1425,1,0,0,0
1686602733636,158,429,158,1,1,0,0
1686602733552,276,200,259,1,0,0,0
1686602732410,1470,200,1448,1,0,0,0
1686602733578,302,200,286,1,0,0,0
1686602726677,7257,200,7241,1,0,0,0
1686602733714,303,200,287,1,0,0,0
1686602733795,272,200,256,1,0,0,0
1686602733762,311,200,296,1,0,0,0
1686602733342,731,200,717,1,0,0,303
1686602733905,173,429,173,1,1,0,0
1686602732542,1592,200,1585,1,0,0,0
1686602726997,7236,200,7223,1,0,0,0
1686602732560,1673,200,1659,1,0,0,0
1686602733421,805,200,799,1,0,0,0
1686602733950,270,200,269,1,0,0,0
1686602734057,163,429,163,1,1,0,0
1686602733614,606,200,605,1,0,0,329
1686602733876,343,200,303,1,0,0,0
1686602733599,620,200,580,1,0,0,319
1686602733752,419,200,402,1,0,0,0
1686602734096,164,429,164,1,1,0,0
1686602733967,306,200,293,1,0,0,0
1686602733971,303,200,289,1,0,0,0
1686602733967,313,200,293,1,0,0,0
1686602733034,1331,200,1323,1,0,0,0
1686602727398,7044,200,7044,1,0,0,0
1686602734141,307,200,301,1,0,0,0
1686602734287,161,429,161,1,1,0,0
1686602734151,309,200,297,1,0,0,0
1686602733866,758,200,758,1,0,0,353
1686602734273,353,200,353,1,0,0,0
1686602734303,323,200,323,1,0,0,0
1686602734236,390,200,390,1,0,0,0
1686602734297,329,200,329,1,0,0,0
1686602732764,1863,200,1863,1,0,0,0
1686602733623,1004,200,1004,1,0,0,0
1686602734449,178,429,178,1,1,0,0
1686602733519,1201,200,1170,1,0,0,0
1686602734332,332,200,296,1,0,0,0
1686602734390,273,200,273,1,0,0,0
1686602733650,1013,200,978,1,0,0,0
1686602734567,161,429,161,1,1,0,0
1686602734394,334,200,321,1,0,0,0
1686602734432,317,200,305,1,0,0,0
1686602734195,594,429,594,1,1,0,431
1686602727472,7336,200,7329,1,0,0,0
1686602734533,275,200,262,1,0,0,0
1686602733759,1129,200,1123,1,0,0,0
1686602734242,703,200,696,1,0,0,385
1686602734633,331,200,319,1,0,0,0
1686602733877,1110,200,1097,1,0,0,0
1686602734617,392,200,379,1,0,0,0
1686602734355,663,200,654,1,0,0,410
1686602734765,267,200,260,1,0,0,0
1686602733915,1123,200,1110,1,0,0,305
1686602734361,677,200,664,1,0,0,404
1686602734744,334,200,305,1,0,0,0
1686602734040,1038,200,1037,1,0,0,0
1686602734810,273,200,268,1,0,0,0
1686602734667,474,429,474,1,1,0,313
1686602734639,602,200,595,1,0,0,341
1686602734605,603,200,586,1,0,0,334
1686602734891,300,200,286,1,0,0,0
1686602734517,660,200,645,1,0,0,394
1686602734950,307,200,301,1,0,0,0
1686602734267,990,200,974,1,0,0,0
1686602734331,992,200,977,1,0,0,0
1686602734139,1207,200,1201,1,0,0,303
1686602728164,7182,200,7176,1,0,0,0
1686602734421,932,200,919,1,0,0,368
1686602735183,170,429,170,1,1,0,0
1686602733840,1513,429,1513,1,1,0,1343
1686602734782,587,200,580,1,0,0,319
1686602735222,156,429,156,1,1,0,0
1686602735139,264,200,250,1,0,0,0
1686602734033,1377,200,1365,1,0,0,324
1686602735147,268,200,256,1,0,0,0
1686602735143,278,200,267,1,0,0,0
1686602735277,172,429,172,1,1,0,0
1686602733670,1815,200,1801,1,0,0,0
1686602734482,1032,200,1022,1,0,0,0
1686602734922,605,200,592,1,0,0,312
1686602735252,275,200,262,1,0,0,0
1686602735272,273,200,255,1,0,0,0
1686602734978,598,200,592,1,0,0,317
1686602734955,666,200,654,1,0,0,0
1686602728584,7127,200,7120,1,0,0,0
1686602735133,554,200,540,1,0,0,0
1686602734724,957,200,942,1,0,0,308
1686602735369,281,200,262,1,0,0,0
1686602735424,334,200,327,1,0,0,0
1686602735603,163,429,163,1,1,0,0
1686602735479,299,200,287,1,0,0,0
1686602728504,7318,200,7303,1,0,0,309
1686602735129,693,200,686,1,0,0,321
1686602735529,339,200,326,1,0,0,0
1686602735353,588,200,581,1,0,0,313
1686602735292,706,200,700,1,0,0,323
1686602735695,316,200,303,1,0,0,0
1686602733970,2049,200,2041,1,0,0,0
1686602735499,574,200,561,1,0,0,317
1686602735929,165,429,165,1,1,0,0
1686602735841,270,200,263,1,0,0,0
1686602735646,478,429,478,1,1,0,313
1686602735116,1132,200,1117,1,0,0,0
1686602735962,278,200,271,1,0,0,0
1686602735612,594,200,588,1,0,0,307
1686602735901,280,200,266,1,0,0,0
1686602735930,491,429,491,1,1,0,327
1686602736310,174,429,174,1,1,0,0
1686602734628,1865,200,1849,1,0,0,0
1686602735865,639,200,628,1,0,0,322
1686602736321,282,200,268,1,0,0,0
1686602736312,291,200,271,1,0,0,0
1686602736348,284,200,267,1,0,0,0
1686602736658,178,429,178,1,1,0,0
1686602736651,272,200,251,1,0,0,0
1686602736675,288,200,276,1,0,0,0
1686602730613,6395,200,6370,1,0,0,0
1686602736452,624,200,618,1,0,0,309
1686602730617,6493,200,6459,1,0,0,0
1686602736615,592,200,585,1,0,0,318
1686602737003,275,200,251,1,0,0,0
1686602737053,295,200,275,1,0,0,0
1686602737135,282,200,275,1,0,0,0
1686602730909,6581,200,6563,1,0,0,0
1686602736930,619,200,613,1,0,0,324
1686602736365,1226,200,1226,1,0,0,0
1686602737309,282,200,282,1,0,0,0
1686602737445,164,429,164,1,1,0,0
1686602737346,277,200,256,1,0,0,0
1686602737344,322,200,302,1,0,0,0
1686602737382,284,200,264,1,0,0,0
1686602737393,327,200,265,1,0,0,0
1686602737508,294,200,274,1,0,0,0
1686602737621,280,200,261,1,0,0,0
1686602737759,165,429,165,1,1,0,0
1686602737675,314,200,298,1,0,0,0
1686602737825,273,200,259,1,0,0,0
1686602737964,167,429,167,1,1,0,0
1686602731392,6882,200,6870,1,0,0,364
1686602738043,274,200,264,1,0,0,0
1686602737875,585,200,565,1,0,0,0
1686602738330,305,200,286,1,0,0,0
1686602732367,6287,200,6280,1,0,0,0
1686602732490,6307,200,6275,1,0,0,0
1686602738141,940,200,929,1,0,0,0
1686602733015,6096,200,6078,1,0,0,0
1686602738950,289,200,289,1,0,0,0
